amount,transaction_time_hour,transaction_frequency_24h,merchant_category,location_risk_score,device_risk_score,distance_from_prev_km,prev_amount_ratio,account_age_days,failed_transactions_24h,is_international,is_online,is_fraud
42.36,18,3,grocery,0.068,0.229,41.4,0.75,744,0,0,0,0
22.55,17,4,electronics,0.012,0.259,20.8,1.12,191,0,0,1,0
26.91,1,3,grocery,0.156,0.23,0.4,1.29,608,0,0,1,0
172.18,1,2,health_beauty,0.032,0.307,13.0,1.72,742,0,0,1,0
16.72,10,3,clothing,0.095,0.288,6.2,0.62,1508,0,0,0,0
180.04,11,6,travel,0.775,0.568,2567.5,6.57,284,0,0,1,1
111.29,12,1,grocery,0.119,0.253,39.8,1.09,460,2,0,0,0
45.25,7,1,utilities,0.051,0.048,17.9,1.16,613,0,0,1,0
47.56,12,1,dining,0.056,0.107,25.9,1.14,3428,0,0,1,0
380.59,0,10,dining,0.63,0.718,1794.6,4.67,292,2,1,1,1
9.83,17,1,clothing,0.05,0.085,3.0,0.68,3176,0,0,0,0
939.38,18,8,health_beauty,0.838,0.711,204.2,10.82,31,1,0,1,1
34.16,15,1,dining,0.328,0.343,3.4,1.15,346,0,0,1,0
37.96,14,2,entertainment,0.375,0.049,6.2,1.22,3298,0,0,1,0
141.45,8,2,grocery,0.267,0.236,22.2,1.26,837,0,0,0,0
24.46,13,1,gas_transport,0.142,0.093,8.3,0.83,3143,0,0,1,0
45.54,14,3,entertainment,0.021,0.203,10.7,1.18,2005,0,0,0,0
84.53,15,3,clothing,0.261,0.229,7.4,1.49,2075,0,0,1,0
120.24,11,1,travel,0.01,0.213,7.6,0.93,724,1,0,1,0
41.82,13,1,electronics,0.286,0.16,0.5,0.56,3345,0,1,0,0
124.41,9,3,utilities,0.216,0.169,22.1,1.35,1122,0,0,0,0
68.77,4,3,gas_transport,0.097,0.24,3.2,0.36,1053,0,0,0,0
148.82,7,2,dining,0.052,0.214,6.3,1.18,516,1,0,1,0
293.1,6,6,electronics,0.721,0.613,101.6,7.89,93,1,0,1,1
41.39,0,1,electronics,0.45,0.1,5.5,1.17,2813,0,0,1,0
153.14,23,1,entertainment,0.041,0.034,3.9,0.98,2381,0,0,0,0
69.84,17,4,electronics,0.16,0.155,10.5,0.66,788,0,0,1,0
26.99,9,3,grocery,0.041,0.311,22.6,0.65,3433,0,0,0,0
20.93,12,2,grocery,0.077,0.101,5.1,1.36,430,0,0,1,0
53.76,17,2,entertainment,0.01,0.106,4.1,1.36,3002,0,0,0,0
58.18,2,1,dining,0.112,0.217,1.7,1.15,984,0,0,0,0
32.97,15,1,grocery,0.166,0.398,10.0,0.83,777,0,1,0,0
70.76,5,2,dining,0.022,0.074,22.2,1.09,237,0,0,0,0
58.99,12,3,health_beauty,0.139,0.211,4.9,1.86,3027,0,0,0,0
23.88,6,1,grocery,0.02,0.335,0.3,1.23,2478,0,0,0,0
128.85,14,2,health_beauty,0.069,0.056,1.1,1.04,1652,0,0,1,0
72.79,17,2,clothing,0.26,0.192,8.0,1.26,2251,0,0,0,0
62.73,19,2,clothing,0.108,0.363,32.1,0.81,3321,0,0,1,0
44.55,22,2,utilities,0.057,0.162,0.8,0.96,2883,0,1,1,0
46.32,7,3,grocery,0.01,0.113,33.7,1.06,1189,0,0,1,0
41.88,13,2,clothing,0.159,0.298,15.6,1.5,2692,0,0,0,0
6.63,5,2,grocery,0.223,0.01,4.4,0.67,336,0,0,1,0
489.92,18,2,gas_transport,0.076,0.064,6.8,0.83,2195,0,0,0,0
91.74,14,1,grocery,0.225,0.126,10.2,1.43,2134,0,0,1,0
37.05,10,1,gas_transport,0.039,0.276,10.8,0.81,1573,1,1,0,0
8.57,17,1,grocery,0.049,0.037,1.2,1.33,3285,0,0,1,0
243.19,20,2,gas_transport,0.044,0.358,12.8,0.89,2208,0,0,1,0
39.52,9,1,electronics,0.045,0.067,23.6,0.71,3006,0,0,1,0
82.03,16,1,grocery,0.153,0.051,76.0,0.35,3202,0,0,1,0
110.06,13,1,grocery,0.196,0.109,4.5,1.08,3588,0,0,0,0
239.73,11,1,grocery,0.262,0.099,12.5,0.81,865,0,0,0,0
30.35,15,2,gas_transport,0.084,0.217,26.0,0.93,2541,0,0,0,0
47.13,9,1,dining,0.01,0.067,10.4,0.94,3115,0,0,1,0
80.86,13,1,grocery,0.025,0.125,36.0,1.27,184,0,0,0,0
47.6,15,4,entertainment,0.021,0.139,18.5,0.71,1799,0,0,1,0
184.53,0,1,clothing,0.011,0.5,1.9,0.82,3221,0,0,0,0
43.09,14,1,dining,0.161,0.227,18.4,1.05,2072,0,0,0,0
26.89,15,5,travel,0.249,0.285,10.4,0.82,3027,0,0,1,0
48.96,8,1,travel,0.061,0.358,7.1,0.62,795,0,0,1,0
66.12,14,2,grocery,0.02,0.081,20.9,1.07,3205,0,0,1,0
83.0,10,1,travel,0.235,0.161,3.3,1.02,2231,0,0,1,0
41.42,12,1,entertainment,0.085,0.099,10.2,0.54,2221,2,0,1,0
46.3,9,3,grocery,0.071,0.109,27.7,0.9,2213,0,0,1,0
13.49,16,2,grocery,0.035,0.261,5.2,0.9,583,0,0,0,0
83.71,5,2,dining,0.208,0.062,13.1,1.24,2486,0,0,1,0
16.68,15,1,clothing,0.1,0.169,25.5,1.09,2181,0,0,1,0
39.91,4,2,grocery,0.035,0.022,21.0,1.02,1764,0,0,1,0
11.76,13,2,clothing,0.154,0.323,12.4,1.36,229,0,0,0,0
16.23,12,4,travel,0.386,0.048,30.9,0.99,1451,0,0,1,0
15.31,8,4,utilities,0.148,0.241,2.7,0.82,3373,0,0,1,0
27.39,16,3,entertainment,0.094,0.187,8.0,0.76,2422,0,0,1,0
16.78,17,3,grocery,0.196,0.287,64.8,0.94,863,0,0,0,0
80.01,10,2,grocery,0.019,0.328,8.7,0.73,723,0,0,1,0
10.65,7,3,health_beauty,0.2,0.06,8.4,0.71,944,0,0,0,0
25.46,15,1,grocery,0.013,0.096,18.5,0.61,2187,0,0,1,0
50.72,5,4,travel,0.327,0.263,18.5,1.13,1857,0,0,1,0
119.8,18,2,grocery,0.197,0.098,10.9,1.15,3577,0,0,0,0
30.02,22,2,grocery,0.216,0.027,42.6,1.27,858,1,0,1,0
31.63,10,1,grocery,0.075,0.12,17.3,0.58,2896,0,0,1,0
206.69,1,2,clothing,0.236,0.211,25.8,1.19,1360,0,0,1,0
250.62,17,2,dining,0.047,0.026,7.6,1.41,1411,0,0,1,0
150.24,10,2,electronics,0.087,0.103,27.4,0.84,463,0,0,0,0
53.49,9,2,dining,0.01,0.235,33.7,0.9,2324,0,0,0,0
69.89,16,2,gas_transport,0.139,0.099,8.6,0.85,2525,0,0,1,0
144.39,8,2,clothing,0.254,0.116,25.4,0.78,2324,0,0,0,0
21.27,8,3,grocery,0.147,0.025,27.7,0.4,1025,0,0,1,0
110.81,14,1,retail,0.042,0.163,6.2,0.9,3194,0,0,1,0
24.55,14,1,health_beauty,0.218,0.185,5.8,1.34,914,0,0,1,0
21.82,15,3,entertainment,0.01,0.089,13.5,1.12,467,0,0,0,0
63.56,14,1,gas_transport,0.01,0.245,12.1,0.92,1579,0,0,0,0
53.19,8,2,entertainment,0.329,0.092,12.4,0.87,3340,0,0,0,0
112.78,21,1,clothing,0.01,0.5,4.2,0.6,2040,0,0,0,0
25.92,20,1,grocery,0.072,0.181,3.2,0.93,3276,0,0,1,0
2708.81,19,7,travel,0.816,0.598,545.6,5.66,49,3,1,1,1
29.11,12,2,travel,0.013,0.118,4.6,0.54,3237,0,0,0,0
61.33,20,2,gas_transport,0.095,0.348,3.3,0.88,1649,0,0,0,0
158.09,9,1,clothing,0.45,0.011,1.5,0.95,2626,0,0,1,0
48.54,6,2,grocery,0.169,0.168,9.9,1.13,2823,0,0,0,0
19.03,8,1,health_beauty,0.45,0.189,7.4,1.3,2526,0,0,0,0
66.97,9,1,dining,0.014,0.216,3.4,0.92,936,0,0,0,0
235.17,20,2,utilities,0.406,0.104,11.3,1.29,2352,0,0,0,0
243.95,0,7,electronics,0.743,0.623,679.2,9.17,169,3,0,1,1
449.38,1,5,electronics,0.631,0.856,49.9,1.8,68,3,1,1,1
42.38,13,3,travel,0.058,0.384,29.1,0.97,2622,1,0,1,0
14.71,10,2,entertainment,0.079,0.088,47.6,1.11,1291,0,0,0,0
55.83,20,4,travel,0.154,0.122,17.7,1.06,3434,0,0,1,0
25.23,12,3,dining,0.142,0.183,0.5,1.16,1186,0,0,1,0
23.91,20,4,grocery,0.039,0.049,0.2,0.93,768,0,0,1,0
93.74,17,1,gas_transport,0.01,0.14,2.5,0.75,1728,0,0,1,0
153.64,9,2,clothing,0.144,0.122,13.7,1.29,1984,0,0,1,0
44.77,20,4,gas_transport,0.089,0.244,14.0,0.74,546,0,0,1,0
742.27,11,4,entertainment,0.489,0.706,661.5,7.69,27,1,0,1,1
89.6,19,2,travel,0.159,0.113,7.2,1.02,1645,0,0,1,0
11.49,15,1,grocery,0.153,0.027,3.1,0.45,1467,0,1,0,0
58.27,17,1,utilities,0.046,0.064,12.1,1.41,2377,0,0,1,0
9.36,1,2,gas_transport,0.159,0.069,6.2,1.09,203,0,0,1,0
25.36,10,3,electronics,0.268,0.026,2.4,1.31,1766,0,0,0,0
20.47,10,1,clothing,0.348,0.163,3.2,0.91,3147,0,0,1,0
69.6,14,1,clothing,0.091,0.014,11.7,0.7,3265,1,0,0,0
97.82,14,3,retail,0.03,0.192,24.9,1.15,691,0,0,1,0
23.65,17,1,utilities,0.183,0.427,0.1,0.89,2391,0,0,1,0
38.38,16,1,travel,0.069,0.275,11.8,1.09,3166,0,0,1,0
37.47,14,2,health_beauty,0.049,0.485,2.0,0.93,1477,2,0,1,0
81.66,10,2,grocery,0.178,0.046,0.7,0.72,671,0,0,0,0
62.17,12,1,dining,0.031,0.326,7.8,0.61,2147,1,0,1,0
126.09,14,1,electronics,0.387,0.012,6.7,1.39,3458,0,0,1,0
354.83,5,1,health_beauty,0.072,0.207,3.5,1.23,2203,0,0,1,0
357.15,3,4,retail,0.763,0.555,358.0,4.89,51,1,0,1,1
52.16,13,2,grocery,0.064,0.266,2.2,0.94,865,0,0,1,0
214.88,9,3,gas_transport,0.262,0.062,16.1,1.44,2042,0,0,0,0
25.35,14,2,dining,0.057,0.049,26.4,0.81,2409,1,0,0,0
54.33,14,1,grocery,0.01,0.396,2.4,1.11,1909,0,0,1,0
17.29,16,2,utilities,0.232,0.267,4.5,1.03,790,0,0,0,0
166.0,13,1,grocery,0.274,0.267,5.1,1.02,1992,0,0,1,0
817.55,3,6,electronics,0.869,0.709,718.8,1.8,400,0,0,1,1
38.37,10,1,electronics,0.01,0.018,2.7,1.01,1308,0,0,0,0
21.19,15,2,gas_transport,0.426,0.115,18.4,1.11,2805,0,0,0,0
26.62,14,1,electronics,0.219,0.122,4.9,1.18,959,0,0,1,0
28.31,8,3,retail,0.089,0.34,8.7,0.94,3000,0,0,1,0
156.78,11,1,electronics,0.146,0.132,12.6,0.66,217,0,0,1,0
42.84,17,1,grocery,0.132,0.103,1.2,0.73,1244,0,0,1,0
14.7,6,1,grocery,0.118,0.382,3.7,0.46,2861,0,0,0,0
86.98,4,1,retail,0.152,0.284,3.9,1.12,2586,0,0,1,0
29.03,14,5,gas_transport,0.187,0.227,1.4,0.99,2667,0,0,0,0
2871.04,6,8,retail,0.562,0.534,585.8,5.11,12,4,0,1,1
18.1,11,1,dining,0.02,0.247,22.4,1.24,3309,0,0,1,0
63.23,8,1,utilities,0.051,0.073,8.8,0.95,1927,1,1,0,0
18.4,8,2,dining,0.255,0.089,1.7,0.68,2163,0,0,0,0
42.98,11,2,grocery,0.05,0.03,1.0,0.71,3091,0,0,1,0
67.7,13,1,retail,0.059,0.032,41.5,1.44,2873,0,0,1,0
123.28,3,7,electronics,0.766,0.921,382.0,1.8,430,1,0,1,1
55.88,14,2,grocery,0.253,0.183,30.6,0.97,2768,0,0,1,0
66.97,6,2,grocery,0.202,0.332,18.4,1.09,3306,0,0,0,0
72.76,12,2,grocery,0.301,0.221,9.2,0.88,601,0,0,0,0
58.94,0,3,retail,0.024,0.362,7.7,0.74,2491,0,0,0,0
65.25,10,1,health_beauty,0.369,0.17,2.3,1.23,2796,0,0,0,0
25.15,13,1,dining,0.062,0.075,13.0,0.94,3186,0,0,0,0
120.0,16,9,dining,0.58,0.578,952.9,3.32,26,2,0,1,1
37.59,15,1,clothing,0.207,0.024,12.2,1.6,2264,0,0,0,0
16.07,17,1,gas_transport,0.157,0.308,8.6,1.33,2016,0,0,0,0
34.57,15,1,entertainment,0.18,0.274,1.6,1.29,1985,0,0,1,0
47.99,10,1,clothing,0.01,0.176,0.4,1.08,1519,0,0,1,0
303.15,2,6,clothing,0.726,0.833,4900.0,8.18,269,4,0,1,1
18.32,5,2,gas_transport,0.032,0.5,14.5,1.25,525,0,0,1,0
1342.07,10,4,travel,0.512,0.792,91.3,8.77,83,0,1,1,1
32.27,17,2,electronics,0.275,0.143,22.5,1.27,2363,0,0,0,0
5.0,5,2,clothing,0.079,0.287,10.2,0.99,2274,0,0,0,0
11.04,12,3,clothing,0.074,0.176,27.1,0.89,3139,0,1,1,0
85.74,5,1,clothing,0.16,0.193,15.5,1.12,533,0,0,0,0
564.36,23,8,electronics,0.496,0.91,91.6,3.18,52,0,0,1,1
978.07,2,6,electronics,0.677,0.626,15.0,3.85,311,1,0,1,1
777.99,23,6,travel,0.85,0.801,343.3,9.44,77,3,0,1,1
44.26,20,7,retail,0.137,0.061,3.7,1.23,2913,1,0,0,0
27.7,14,1,travel,0.151,0.075,4.2,1.44,2069,0,0,0,0
43.47,17,5,grocery,0.096,0.019,21.6,0.44,1580,0,0,0,0
19.41,12,1,utilities,0.022,0.273,4.4,0.7,2099,2,0,1,0
1399.7,1,5,clothing,0.867,0.78,215.0,6.69,15,3,1,1,1
38.92,16,1,grocery,0.05,0.29,19.9,0.47,1363,0,0,1,0
22.46,8,2,clothing,0.064,0.096,4.3,1.12,824,0,0,0,0
65.73,11,1,travel,0.183,0.127,2.4,1.12,518,0,0,1,0
61.41,22,4,clothing,0.207,0.094,24.9,0.46,1754,0,0,1,0
45.94,21,1,dining,0.254,0.014,13.2,0.83,1481,0,0,1,0
29.23,20,5,grocery,0.189,0.033,7.2,1.44,2181,0,0,1,0
57.27,12,2,health_beauty,0.036,0.075,1.0,1.13,2266,0,0,0,0
41.26,15,2,grocery,0.041,0.277,4.1,1.34,795,0,0,0,0
42.07,19,2,gas_transport,0.068,0.093,0.1,1.19,1964,0,0,1,0
167.14,11,6,electronics,0.812,0.685,2948.2,8.19,21,2,1,1,1
31.18,15,1,entertainment,0.079,0.146,0.7,0.98,432,0,0,0,0
35.63,15,2,gas_transport,0.118,0.091,29.1,0.94,3262,0,0,0,0
245.72,5,9,electronics,0.67,0.832,2164.4,6.48,50,0,1,1,1
66.26,13,1,entertainment,0.123,0.368,10.9,1.01,2713,0,0,0,0
63.94,18,2,grocery,0.283,0.152,21.1,1.17,3251,0,0,0,0
66.73,16,1,grocery,0.126,0.28,29.7,0.81,1908,0,0,1,0
12.53,14,4,entertainment,0.261,0.269,29.5,1.65,2002,0,0,0,0
32.67,14,1,grocery,0.043,0.035,0.3,1.23,579,0,0,0,0
36.81,18,1,dining,0.052,0.224,5.3,1.65,926,0,0,0,0
88.29,16,4,grocery,0.122,0.397,2.3,1.24,356,0,0,0,0
104.21,10,3,clothing,0.194,0.364,10.7,1.76,1280,0,0,0,0
52.72,7,4,grocery,0.176,0.191,1.9,0.58,1904,0,0,1,0
149.58,2,7,travel,0.637,0.9,560.1,5.29,143,4,1,1,1
12.62,12,1,grocery,0.066,0.026,6.3,1.13,2370,0,0,1,0
18.75,9,1,gas_transport,0.207,0.062,1.2,0.72,783,0,0,1,0
44.31,8,4,electronics,0.01,0.286,3.0,0.67,2449,0,0,1,0
34.25,9,2,entertainment,0.012,0.066,2.3,1.15,610,0,0,1,0
281.46,9,3,clothing,0.032,0.142,1.5,0.5,1795,0,0,1,0
1131.45,5,6,electronics,0.717,0.701,556.2,5.41,109,2,1,1,1
128.61,22,2,gas_transport,0.178,0.134,66.9,1.06,378,0,0,1,0
109.6,18,5,utilities,0.099,0.036,1.0,0.53,3329,0,0,1,0
88.01,10,2,gas_transport,0.163,0.084,7.2,1.56,2507,0,0,1,0
18.2,17,3,entertainment,0.01,0.153,6.8,0.68,530,0,0,0,0
14.54,23,1,dining,0.14,0.184,7.5,1.05,756,0,0,1,0
41.3,16,1,utilities,0.035,0.195,7.0,0.85,2268,0,0,1,0
98.7,17,1,grocery,0.108,0.287,8.1,0.87,3538,0,0,0,0
20.9,14,1,grocery,0.025,0.182,16.6,1.26,1206,0,0,1,0
256.54,12,1,gas_transport,0.061,0.214,40.1,0.9,3191,0,0,1,0
77.34,8,1,clothing,0.24,0.09,60.0,0.82,1801,0,0,0,0
110.2,7,1,grocery,0.019,0.118,14.4,1.23,1801,0,0,0,0
25.12,17,2,grocery,0.032,0.347,9.0,1.57,2668,0,0,1,0
15.74,13,4,grocery,0.127,0.197,6.2,0.64,2730,0,0,1,0
13.43,19,3,grocery,0.097,0.138,0.9,1.18,438,0,0,1,0
28.74,16,5,grocery,0.038,0.072,10.8,0.92,2562,0,0,1,0
114.75,1,1,clothing,0.014,0.21,3.5,1.37,1940,0,0,0,0
66.69,19,1,travel,0.212,0.15,0.5,1.33,846,0,0,1,0
17.14,17,1,utilities,0.337,0.206,29.8,0.61,3550,0,0,0,0
76.7,15,1,grocery,0.096,0.06,2.6,1.34,861,0,0,1,0
47.44,11,1,gas_transport,0.056,0.261,1.4,1.12,1221,0,0,0,0
105.17,15,1,retail,0.238,0.338,5.4,1.0,3323,0,0,0,0
539.14,2,3,clothing,0.939,0.845,1355.2,9.62,607,2,0,1,1
13.64,14,2,grocery,0.015,0.27,12.9,1.09,2050,0,0,0,0
20.06,18,2,grocery,0.048,0.183,19.7,1.15,1479,0,0,0,0
2721.83,19,5,travel,0.791,0.453,1438.4,5.33,146,4,0,1,1
105.5,15,2,gas_transport,0.134,0.086,2.4,1.12,1864,0,0,1,0
37.29,8,1,dining,0.45,0.138,8.3,1.46,3319,0,0,1,0
2008.16,2,10,travel,0.627,0.939,834.5,4.38,64,2,0,1,1
52.24,16,1,health_beauty,0.19,0.137,5.6,0.2,536,0,0,1,0
122.67,18,4,travel,0.126,0.212,10.0,1.04,1925,0,0,0,0
236.41,2,9,clothing,0.916,0.35,27.8,6.28,46,1,0,1,1
21.31,5,2,gas_transport,0.032,0.036,4.3,0.91,451,0,0,0,0
852.73,13,10,electronics,0.856,0.588,1748.4,7.58,34,3,1,1,1
70.58,9,2,retail,0.061,0.087,0.5,1.26,3233,0,0,1,0
36.45,8,1,electronics,0.23,0.011,6.7,0.97,2128,0,0,1,0
83.1,12,4,retail,0.075,0.115,8.2,0.79,1743,0,0,1,0
16.79,14,5,gas_transport,0.024,0.077,20.6,0.8,2469,0,0,1,0
35.17,19,1,clothing,0.033,0.336,19.1,0.9,1541,0,0,1,0
20.2,19,1,gas_transport,0.085,0.156,1.2,0.93,3121,0,0,1,0
55.19,16,5,gas_transport,0.085,0.27,2.8,1.09,449,0,0,1,0
91.29,9,4,clothing,0.309,0.068,11.7,1.61,1542,0,0,0,0
14.92,1,2,health_beauty,0.012,0.107,4.1,0.26,3371,0,0,1,0
82.46,10,1,health_beauty,0.134,0.128,0.1,0.94,2079,0,0,0,0
12.48,16,4,grocery,0.222,0.45,20.1,1.05,2260,0,0,0,0
21.19,10,2,grocery,0.213,0.337,8.8,0.5,3266,1,0,0,0
51.2,10,2,grocery,0.069,0.07,31.0,0.69,2078,0,0,1,0
22.71,12,1,grocery,0.07,0.029,3.6,0.23,297,0,1,0,0
16.63,10,1,grocery,0.074,0.363,3.8,0.63,1417,0,0,1,0
69.73,10,3,dining,0.062,0.062,43.1,1.16,3256,0,0,0,0
248.1,12,1,gas_transport,0.044,0.175,0.9,0.59,3069,0,0,1,0
17.77,12,1,electronics,0.24,0.214,0.2,1.03,1065,1,0,0,0
19.67,16,1,gas_transport,0.183,0.164,25.8,0.87,3283,1,0,0,0
79.83,16,1,gas_transport,0.01,0.313,0.8,0.6,781,0,0,0,0
120.0,20,10,travel,0.853,0.831,1055.3,6.2,11,2,1,1,1
25.81,17,3,gas_transport,0.132,0.191,8.6,0.47,2792,0,0,1,0
32.34,17,1,gas_transport,0.192,0.308,3.7,1.11,741,0,0,0,0
27.0,17,3,entertainment,0.073,0.039,33.3,0.96,2449,0,0,1,0
91.25,5,2,grocery,0.122,0.054,10.8,1.14,458,0,0,1,0
38.78,16,2,travel,0.177,0.01,28.6,0.97,470,0,0,1,0
102.56,12,1,gas_transport,0.116,0.204,5.7,0.21,734,0,0,1,0
23.38,11,1,electronics,0.04,0.185,2.9,1.28,1077,0,0,1,0
42.39,9,1,entertainment,0.01,0.135,14.0,1.05,3570,1,0,1,0
15.75,9,2,gas_transport,0.284,0.212,0.7,0.75,1187,0,0,0,0
74.21,12,2,gas_transport,0.154,0.182,19.1,0.76,1500,0,0,0,0
30.88,12,2,utilities,0.011,0.182,3.7,0.81,2698,0,0,1,0
41.26,19,1,dining,0.139,0.183,15.8,1.23,302,0,0,0,0
29.13,7,2,health_beauty,0.108,0.306,25.9,0.88,1811,0,0,0,0
397.26,17,6,entertainment,0.874,0.719,192.3,6.66,156,1,0,1,1
63.85,9,2,gas_transport,0.284,0.206,0.8,0.77,1715,0,0,1,0
58.78,11,2,dining,0.012,0.114,7.1,1.13,3470,2,0,1,0
74.73,17,1,utilities,0.091,0.13,18.0,1.12,3190,0,0,0,0
33.89,16,1,clothing,0.078,0.418,1.5,1.03,1056,0,0,1,0
37.16,18,2,grocery,0.059,0.086,14.5,1.13,2463,0,0,1,0
50.17,15,1,grocery,0.222,0.193,27.6,0.73,1125,1,0,0,0
18.51,9,1,retail,0.104,0.136,3.7,0.2,3318,0,0,0,0
14.89,10,7,retail,0.019,0.047,5.3,1.36,3256,0,0,1,0
32.71,10,1,dining,0.01,0.437,4.1,0.73,2356,0,0,1,0
112.78,12,1,grocery,0.016,0.035,3.2,0.72,1945,0,0,0,0
38.77,15,1,electronics,0.121,0.269,0.4,0.61,1241,0,0,0,0
47.91,16,2,grocery,0.235,0.01,10.4,1.24,2061,0,0,1,0
36.28,15,3,travel,0.26,0.367,15.0,1.63,542,1,0,0,0
34.44,15,2,dining,0.083,0.121,34.4,1.41,1780,0,0,0,0
285.46,9,1,grocery,0.096,0.078,19.1,0.48,2112,0,0,0,0
2264.89,8,7,travel,0.431,0.848,154.4,3.86,64,1,0,1,1
110.88,18,1,gas_transport,0.116,0.053,2.7,0.73,3537,0,0,1,0
55.48,20,1,gas_transport,0.142,0.085,6.5,1.27,2155,0,0,1,0
255.15,8,3,grocery,0.185,0.189,3.2,1.04,1760,0,0,1,0
41.83,16,3,gas_transport,0.234,0.5,6.0,0.93,329,0,0,1,0
77.5,8,1,grocery,0.45,0.119,3.0,1.44,1411,0,0,0,0
18.88,18,4,grocery,0.358,0.306,11.7,1.33,2842,0,0,0,0
52.26,15,5,travel,0.222,0.031,17.8,1.08,2384,0,0,0,0
66.21,16,3,clothing,0.249,0.107,9.3,1.26,829,0,0,0,0
58.11,15,4,grocery,0.027,0.399,6.1,0.84,1777,0,0,0,0
68.57,12,3,travel,0.264,0.068,3.7,0.89,1471,0,0,1,0
53.53,13,1,grocery,0.133,0.166,0.6,1.08,3471,0,0,1,0
105.31,14,5,grocery,0.124,0.269,7.7,1.05,2407,0,0,1,0
40.78,13,3,clothing,0.017,0.244,6.7,1.55,2522,0,0,0,0
72.81,14,1,dining,0.149,0.105,7.4,0.99,1263,0,0,1,0
76.61,9,1,clothing,0.364,0.051,5.3,0.82,520,0,0,1,0
125.99,15,7,dining,0.396,0.034,9.6,1.04,2001,0,0,1,0
45.07,11,4,entertainment,0.019,0.18,15.3,1.06,2241,0,0,1,0
1646.45,2,9,clothing,0.456,0.749,430.2,9.17,474,3,1,1,1
25.46,19,2,clothing,0.144,0.153,3.2,0.37,3195,0,0,1,0
116.12,16,2,clothing,0.45,0.097,1.6,0.83,992,0,0,0,0
19.3,10,1,dining,0.154,0.125,7.7,1.14,1565,0,0,0,0
54.25,9,1,clothing,0.069,0.335,17.2,0.2,2732,0,0,0,0
154.62,9,2,grocery,0.264,0.148,18.0,1.05,2878,0,0,1,0
47.74,12,2,health_beauty,0.103,0.242,20.4,0.46,1399,0,0,0,0
30.27,14,2,clothing,0.011,0.109,12.0,1.08,547,0,0,0,0
31.88,21,2,dining,0.092,0.058,2.7,0.8,3013,0,1,1,0
42.21,19,1,gas_transport,0.066,0.213,13.1,1.49,2697,0,1,0,0
66.9,11,3,entertainment,0.28,0.015,11.3,1.34,2278,0,0,0,0
134.84,19,3,dining,0.07,0.167,1.3,1.07,1783,0,0,0,0
974.36,10,11,travel,0.466,0.677,532.9,7.93,392,4,0,1,1
51.15,7,1,gas_transport,0.01,0.5,8.9,1.42,2105,0,0,0,0
33.08,9,1,retail,0.45,0.341,3.3,0.65,2141,0,0,1,0
129.02,16,1,grocery,0.038,0.178,5.4,0.94,1370,0,0,1,0
8.14,17,4,gas_transport,0.352,0.302,22.5,0.75,478,0,0,0,0
66.25,16,1,health_beauty,0.138,0.22,5.6,0.97,2166,0,0,0,0
53.91,8,2,dining,0.204,0.052,23.9,0.66,2552,0,0,0,0
26.38,10,1,grocery,0.092,0.23,5.0,0.74,670,0,0,0,0
31.19,7,1,grocery,0.339,0.212,14.5,0.39,1089,0,0,1,0
27.02,11,1,gas_transport,0.01,0.24,13.8,0.74,2101,0,0,0,0
16.05,11,4,retail,0.245,0.213,20.1,1.47,3066,0,0,0,0
14.88,17,1,grocery,0.221,0.23,11.2,0.93,3568,0,0,1,0
72.46,10,2,grocery,0.258,0.035,2.1,0.94,1799,0,0,1,0
23.72,0,1,grocery,0.244,0.441,14.5,0.97,2851,0,0,1,0
22.58,11,2,grocery,0.079,0.151,7.5,1.3,3216,0,0,0,0
110.64,19,2,retail,0.107,0.051,4.7,1.0,296,0,0,1,0
250.91,8,1,gas_transport,0.016,0.324,4.2,0.83,1307,0,0,0,0
25.96,20,2,gas_transport,0.013,0.03,4.0,0.72,2758,0,0,0,0
29.52,21,1,entertainment,0.047,0.301,2.4,0.81,1553,0,0,0,0
120.87,16,1,dining,0.076,0.191,5.6,0.85,894,0,0,0,0
42.02,12,2,utilities,0.01,0.139,8.0,0.49,2882,0,0,0,0
19.35,20,1,electronics,0.269,0.147,17.2,1.19,678,0,0,1,0
44.94,11,4,travel,0.112,0.188,25.9,1.19,814,1,0,1,0
27.62,20,4,grocery,0.08,0.155,2.0,1.25,2417,0,0,1,0
20.03,6,3,gas_transport,0.092,0.15,27.5,1.08,1686,0,0,0,0
23.09,14,2,entertainment,0.061,0.292,15.2,1.28,2248,0,0,1,0
39.64,10,4,gas_transport,0.01,0.216,2.6,1.08,2075,0,0,0,0
33.98,15,1,dining,0.184,0.256,9.1,1.02,1841,0,0,1,0
83.56,14,1,electronics,0.046,0.206,2.8,1.22,2134,0,0,0,0
76.89,15,2,health_beauty,0.155,0.057,3.0,1.53,3034,0,0,0,0
127.09,12,5,dining,0.143,0.076,9.3,1.1,1592,0,0,0,0
407.89,2,7,electronics,0.4,0.545,930.4,4.8,140,4,0,1,1
56.53,10,1,dining,0.324,0.059,1.9,1.11,2694,0,0,0,0
92.41,16,1,clothing,0.019,0.265,2.7,0.95,3534,0,0,0,0
238.8,11,7,travel,0.721,0.642,151.0,4.92,455,0,0,1,1
32.66,13,1,grocery,0.09,0.229,7.5,0.87,1922,0,0,1,0
27.14,6,2,dining,0.125,0.297,3.4,0.67,2941,0,0,1,0
124.09,16,1,dining,0.181,0.053,2.9,0.95,3225,0,0,1,0
